,Created Date,Neighborhood,Price
7120,2019-09,Prospect Park South,2199.0
7121,2019-09,Red Hook,2750.0
7122,2019-09,Sheepshead Bay,1998.0
7123,2019-09,South Brooklyn,2100.0
7124,2019-09,Industry City/Sunset Park,2000.0
7125,2019-09,Williamsburg,3500.0
7126,2019-09,Windsor Terrace,2800.0
7127,2019-09,Brooklyn Heights/Cobble Hill,3643.0
7128,2019-09,Williamsburg/Bedford-Stuyvesant,3050.0
7129,2019-09,Bath Beach/Bensonhurst,1747.5
7130,2019-09,Kensington/Windsor Terrace,2586.0
7131,2019-09,Carroll Gardens/Red Hook,3187.5
7132,2019-09,Sheepshead Bay/Brighton Beach,1974.0
7133,2019-09,Park Slope/Windsor Terrace,2900.0
7134,2019-09,Park Slope/Gowanus,3250.0
7135,2019-09,Bushwick/Bedford-Stuyvesant,2699.5
7136,2019-09,Flatlands/Mill Basin,2150.0
7137,2019-10,Bath Beach,1850.0
7138,2019-10,Bay Ridge,1900.0
7139,2019-10,Bedford-Stuyvesant,2650.0
7140,2019-10,Parkville/Bensonhurst,1750.0
7141,2019-10,Bergen Beach,2150.0
7142,2019-10,Boerum Hill,3399.0
7143,2019-10,Borough Park,2100.0
7144,2019-10,Brighton Beach,2050.0
7145,2019-10,Brooklyn,2672.0
7146,2019-10,Brooklyn Heights,3690.0
7147,2019-10,Brownsville,2000.0
7148,2019-10,Bushwick,2799.0
7149,2019-10,Canarsie,2100.0
7150,2019-10,Carroll Gardens,3450.0
7151,2019-10,Clinton Hill,3075.0
7152,2019-10,Cobble Hill,3575.0
7153,2019-10,Columbia St Waterfront District,3000.0
7154,2019-10,Coney Island,2150.0
7155,2019-10,Parkville/Bensonhurst,2583.0
7156,2019-10,DUMBO,4500.0
7157,2019-10,Ditmas Park,2200.0
7158,2019-10,Downtown Brooklyn,3500.0
7159,2019-10,Dyker Heights,2000.0
7160,2019-10,East Brooklyn,2625.0
7161,2019-10,East Flatbush,2166.0
7162,2019-10,East New York,2250.0
7163,2019-10,Vanderveer/Flatbush,2310.0
7164,2019-10,Flatlands,2000.0
7165,2019-10,Fort Greene,3100.0
7166,2019-10,Gowanus,3250.0
7167,2019-10,Gravesend/Homecrest,1900.0
7168,2019-10,Greenpoint,3100.0
7169,2019-10,Greenwood,2499.0
7170,2019-10,Kensington,2175.0
7171,2019-10,Manhattan Beach,2500.0
7172,2019-10,Marine Park,2191.07
7173,2019-10,Midwood,1975.0
7174,2019-10,Mill Basin,2400.0
7175,2019-10,North Brooklyn,3495.0
7176,2019-10,Northwest Brooklyn,3400.0
7177,2019-10,Park Slope,3295.0
7178,2019-10,Prospect Heights,3262.0
7179,2019-10,Prospect Lefferts Gardens,2400.0
7180,2019-10,Prospect Park,2850.0
7181,2019-10,Prospect Park South,2154.0
7182,2019-10,Red Hook,2749.0
7183,2019-10,Sheepshead Bay,1845.0
7184,2019-10,South Brooklyn,2100.0
7185,2019-10,Industry City/Sunset Park,2099.0
7186,2019-10,Williamsburg,3500.0
7187,2019-10,Windsor Terrace,2800.0
7188,2019-10,Brooklyn Heights/Cobble Hill,3632.5
7189,2019-10,Williamsburg/Bedford-Stuyvesant,3075.0
7190,2019-10,Bath Beach/Bensonhurst,1800.0
7191,2019-10,Kensington/Windsor Terrace,2487.5
7192,2019-10,Carroll Gardens/Red Hook,3099.5
7193,2019-10,Sheepshead Bay/Brighton Beach,1947.5
7194,2019-10,Park Slope/Windsor Terrace,3047.5
7195,2019-10,Park Slope/Gowanus,3272.5
7196,2019-10,Bushwick/Bedford-Stuyvesant,2724.5
7197,2019-10,Flatlands/Mill Basin,2000.0
7198,2019-11,Bath Beach,1795.0
7199,2019-11,Bay Ridge,2000.0
7200,2019-11,Bedford-Stuyvesant,2625.0
7201,2019-11,Parkville/Bensonhurst,1750.0
7202,2019-11,Bergen Beach,2348.0
7203,2019-11,Boerum Hill,3399.0
7204,2019-11,Borough Park,1950.0
7205,2019-11,Brighton Beach,2050.0
7206,2019-11,Brooklyn,2600.0
7207,2019-11,Brooklyn Heights,3620.0
7208,2019-11,Brownsville,1973.0
7209,2019-11,Bushwick,2749.0
7210,2019-11,Canarsie,2100.0
7211,2019-11,Carroll Gardens,3175.0
7212,2019-11,Clinton Hill,3000.0
7213,2019-11,Cobble Hill,3400.0
7214,2019-11,Columbia St Waterfront District,3000.0
7215,2019-11,Coney Island,2175.0
7216,2019-11,Parkville/Bensonhurst,2500.0
7217,2019-11,DUMBO,4895.0
7218,2019-11,Ditmas Park,2303.0
7219,2019-11,Downtown Brooklyn,3400.0
7220,2019-11,Dyker Heights,2100.0
7221,2019-11,East Brooklyn,2599.0
7222,2019-11,East Flatbush,2150.0
7223,2019-11,East New York,2200.0
7224,2019-11,Vanderveer/Flatbush,2299.0
7225,2019-11,Flatlands,1925.0
7226,2019-11,Fort Greene,3131.0
7227,2019-11,Gowanus,3200.0
7228,2019-11,Gravesend/Homecrest,1900.0
7229,2019-11,Greenpoint,2999.0
7230,2019-11,Greenwood,2500.0
7231,2019-11,Kensington,2200.0
7232,2019-11,Manhattan Beach,2500.0
7233,2019-11,Marine Park,2182.14
7234,2019-11,Midwood,2000.0
7235,2019-11,Mill Basin,2400.0
7236,2019-11,North Brooklyn,3471.0
7237,2019-11,Northwest Brooklyn,3300.0
7238,2019-11,Park Slope,3000.0
7239,2019-11,Prospect Heights,3212.0
7240,2019-11,Prospect Lefferts Gardens,2281.0
7241,2019-11,Prospect Park,2700.0
7242,2019-11,Prospect Park South,1999.0
7243,2019-11,Red Hook,2700.0
7244,2019-11,Sheepshead Bay,1950.0
7245,2019-11,South Brooklyn,2100.0
7246,2019-11,Industry City/Sunset Park,2100.0
7247,2019-11,Williamsburg,3600.0
7248,2019-11,Windsor Terrace,2495.0
7249,2019-11,Brooklyn Heights/Cobble Hill,3510.0
7250,2019-11,Williamsburg/Bedford-Stuyvesant,3112.5
7251,2019-11,Bath Beach/Bensonhurst,1772.5
7252,2019-11,Kensington/Windsor Terrace,2347.5
7253,2019-11,Carroll Gardens/Red Hook,2937.5
7254,2019-11,Sheepshead Bay/Brighton Beach,2000.0
7255,2019-11,Park Slope/Windsor Terrace,2747.5
7256,2019-11,Park Slope/Gowanus,3100.0
7257,2019-11,Bushwick/Bedford-Stuyvesant,2687.0
7258,2019-11,Flatlands/Mill Basin,1925.0
7259,2019-12,Bath Beach,1795.0
7260,2019-12,Bay Ridge,1950.0
7261,2019-12,Bedford-Stuyvesant,2520.0
7262,2019-12,Parkville/Bensonhurst,1825.0
7263,2019-12,Bergen Beach,2448.0
7264,2019-12,Boerum Hill,3300.0
7265,2019-12,Borough Park,1900.0
7266,2019-12,Brighton Beach,1898.0
7267,2019-12,Brooklyn,2599.0
7268,2019-12,Brooklyn Heights,3605.0
7269,2019-12,Brownsville,2000.0
7270,2019-12,Bushwick,2650.0
7271,2019-12,Canarsie,2100.0
7272,2019-12,Carroll Gardens,3250.0
7273,2019-12,Clinton Hill,2973.0
7274,2019-12,Cobble Hill,3640.0
7275,2019-12,Columbia St Waterfront District,2500.0
7276,2019-12,Coney Island,2300.0
7277,2019-12,Parkville/Bensonhurst,2500.0
7278,2019-12,DUMBO,4980.0
7279,2019-12,Ditmas Park,2307.0
7280,2019-12,Downtown Brooklyn,3366.0
7281,2019-12,Dyker Heights,2050.0
7282,2019-12,East Brooklyn,2500.0
7283,2019-12,East Flatbush,2200.0
7284,2019-12,East New York,2200.0
7285,2019-12,Vanderveer/Flatbush,2333.0
7286,2019-12,Flatlands,1850.0
7287,2019-12,Fort Greene,3195.0
7288,2019-12,Gowanus,3167.0
7289,2019-12,Gravesend/Homecrest,1800.0
7290,2019-12,Greenpoint,2968.0
7291,2019-12,Greenwood,2450.0
7292,2019-12,Kensington,2000.0
7293,2019-12,Manhattan Beach,2500.0
7294,2019-12,Marine Park,2173.21
7295,2019-12,Midwood,2100.0
7296,2019-12,Mill Basin,2400.0
7297,2019-12,North Brooklyn,3500.0
7298,2019-12,Northwest Brooklyn,3299.0
7299,2019-12,Park Slope,2995.0
7300,2019-12,Prospect Heights,3434.0
7301,2019-12,Prospect Lefferts Gardens,2200.0
7302,2019-12,Prospect Park,2700.0
7303,2019-12,Prospect Park South,2242.0
7304,2019-12,Red Hook,2700.0
7305,2019-12,Sheepshead Bay,1950.0
7306,2019-12,South Brooklyn,2176.0
7307,2019-12,Industry City/Sunset Park,2100.0
7308,2019-12,Williamsburg,3600.0
7309,2019-12,Windsor Terrace,2500.0
7310,2019-12,Brooklyn Heights/Cobble Hill,3622.5
7311,2019-12,Williamsburg/Bedford-Stuyvesant,3060.0
7312,2019-12,Bath Beach/Bensonhurst,1810.0
7313,2019-12,Kensington/Windsor Terrace,2250.0
7314,2019-12,Carroll Gardens/Red Hook,2975.0
7315,2019-12,Sheepshead Bay/Brighton Beach,1924.0
7316,2019-12,Park Slope/Windsor Terrace,2747.5
7317,2019-12,Park Slope/Gowanus,3081.0
7318,2019-12,Bushwick/Bedford-Stuyvesant,2585.0
7319,2019-12,Flatlands/Mill Basin,1850.0
7320,2020-01,Bath Beach,1795.0
7321,2020-01,Bay Ridge,1895.0
7322,2020-01,Bedford-Stuyvesant,2590.0
7323,2020-01,Parkville/Bensonhurst,1962.0
7324,2020-01,Bergen Beach,2448.25
7325,2020-01,Boerum Hill,3300.0
7326,2020-01,Borough Park,1850.0
7327,2020-01,Brighton Beach,1910.0
7328,2020-01,Brooklyn,2600.0
7329,2020-01,Brooklyn Heights,3727.0
7330,2020-01,Brownsville,2000.0
7331,2020-01,Bushwick,2775.0
7332,2020-01,Canarsie,2200.0
7333,2020-01,Carroll Gardens,3175.0
7334,2020-01,Clinton Hill,2954.0
7335,2020-01,Cobble Hill,3125.0
7336,2020-01,Columbia St Waterfront District,2950.0
7337,2020-01,Coney Island,2390.0
7338,2020-01,Parkville/Bensonhurst,2550.0
7339,2020-01,DUMBO,4973.0
7340,2020-01,Ditmas Park,2200.0
7341,2020-01,Downtown Brooklyn,3482.0
7342,2020-01,Dyker Heights,2100.0
7343,2020-01,East Brooklyn,2599.0
7344,2020-01,East Flatbush,2200.0
7345,2020-01,East New York,2225.0
7346,2020-01,Vanderveer/Flatbush,2381.0
7347,2020-01,Flatlands,1894.71
7348,2020-01,Fort Greene,3250.0
7349,2020-01,Gowanus,2800.0
7350,2020-01,Gravesend/Homecrest,1950.0
7351,2020-01,Greenpoint,3100.0
7352,2020-01,Greenwood,2500.0
7353,2020-01,Kensington,2000.0
7354,2020-01,Manhattan Beach,2500.0
7355,2020-01,Marine Park,2164.29
7356,2020-01,Midwood,2100.0
7357,2020-01,Mill Basin,2400.0
7358,2020-01,North Brooklyn,3435.0
7359,2020-01,Northwest Brooklyn,3364.0
7360,2020-01,Park Slope,3000.0
7361,2020-01,Prospect Heights,3250.0
7362,2020-01,Prospect Lefferts Gardens,2400.0
7363,2020-01,Prospect Park,2700.0
7364,2020-01,Prospect Park South,2200.0
7365,2020-01,Red Hook,2600.0
7366,2020-01,Sheepshead Bay,2185.0
7367,2020-01,South Brooklyn,2199.0
7368,2020-01,Industry City/Sunset Park,2100.0
7369,2020-01,Williamsburg,3500.0
7370,2020-01,Windsor Terrace,2500.0
7371,2020-01,Brooklyn Heights/Cobble Hill,3426.0
7372,2020-01,Williamsburg/Bedford-Stuyvesant,3045.0
7373,2020-01,Bath Beach/Bensonhurst,1878.5
7374,2020-01,Kensington/Windsor Terrace,2250.0
7375,2020-01,Carroll Gardens/Red Hook,2887.5
7376,2020-01,Sheepshead Bay/Brighton Beach,2047.5
7377,2020-01,Park Slope/Windsor Terrace,2750.0
7378,2020-01,Park Slope/Gowanus,2900.0
7379,2020-01,Bushwick/Bedford-Stuyvesant,2682.5
7380,2020-01,Flatlands/Mill Basin,1894.71
7381,2020-02,Bath Beach,1900.0
7382,2020-02,Bay Ridge,2000.0
7383,2020-02,Bedford-Stuyvesant,2537.0
7384,2020-02,Parkville/Bensonhurst,1995.0
7385,2020-02,Bergen Beach,2448.5
7386,2020-02,Boerum Hill,3350.0
7387,2020-02,Borough Park,1973.0
7388,2020-02,Brighton Beach,1935.0
7389,2020-02,Brooklyn,2650.0
7390,2020-02,Brooklyn Heights,3540.0
7391,2020-02,Brownsville,1987.0
7392,2020-02,Bushwick,2800.0
7393,2020-02,Canarsie,2200.0
7394,2020-02,Carroll Gardens,3400.0
7395,2020-02,Clinton Hill,3100.0
7396,2020-02,Cobble Hill,3400.0
7397,2020-02,Columbia St Waterfront District,2650.0
7398,2020-02,Coney Island,2475.0
7399,2020-02,Parkville/Bensonhurst,2630.0
7400,2020-02,DUMBO,5152.0
7401,2020-02,Ditmas Park,2199.0
7402,2020-02,Downtown Brooklyn,3440.0
7403,2020-02,Dyker Heights,2200.0
7404,2020-02,East Brooklyn,2600.0
7405,2020-02,East Flatbush,2195.0
7406,2020-02,East New York,2250.0
7407,2020-02,Vanderveer/Flatbush,2300.0
7408,2020-02,Flatlands,1939.43
7409,2020-02,Fort Greene,3100.0
7410,2020-02,Gowanus,3025.0
7411,2020-02,Gravesend/Homecrest,1950.0
7412,2020-02,Greenpoint,3274.0
7413,2020-02,Greenwood,2500.0
7414,2020-02,Kensington,2273.0
7415,2020-02,Manhattan Beach,2500.0
7416,2020-02,Marine Park,2155.36
7417,2020-02,Midwood,2050.0
7418,2020-02,Mill Basin,2400.0
7419,2020-02,North Brooklyn,3483.0
7420,2020-02,Northwest Brooklyn,3350.0
7421,2020-02,Park Slope,3200.0
7422,2020-02,Prospect Heights,3025.0
7423,2020-02,Prospect Lefferts Gardens,2347.0
7424,2020-02,Prospect Park,2733.0
7425,2020-02,Prospect Park South,2100.0
7426,2020-02,Red Hook,2575.0
7427,2020-02,Sheepshead Bay,1900.0
7428,2020-02,South Brooklyn,2195.0
7429,2020-02,Industry City/Sunset Park,2100.0
7430,2020-02,Williamsburg,3499.0
7431,2020-02,Windsor Terrace,2500.0
7432,2020-02,Brooklyn Heights/Cobble Hill,3470.0
7433,2020-02,Williamsburg/Bedford-Stuyvesant,3018.0
7434,2020-02,Bath Beach/Bensonhurst,1947.5
7435,2020-02,Kensington/Windsor Terrace,2386.5
7436,2020-02,Carroll Gardens/Red Hook,2987.5
7437,2020-02,Sheepshead Bay/Brighton Beach,1917.5
7438,2020-02,Park Slope/Windsor Terrace,2850.0
7439,2020-02,Park Slope/Gowanus,3112.5
7440,2020-02,Bushwick/Bedford-Stuyvesant,2668.5
7441,2020-02,Flatlands/Mill Basin,1939.43
7442,2020-03,Bath Beach,2025.0
7443,2020-03,Bay Ridge,2100.0
7444,2020-03,Bedford-Stuyvesant,2537.0
7445,2020-03,Parkville/Bensonhurst,1999.0
7446,2020-03,Bergen Beach,2448.75
7447,2020-03,Boerum Hill,3275.0
7448,2020-03,Borough Park,2098.0
7449,2020-03,Brighton Beach,2199.0
7450,2020-03,Brooklyn,2652.0
7451,2020-03,Brooklyn Heights,3500.0
7452,2020-03,Brownsville,2000.0
7453,2020-03,Bushwick,2750.0
7454,2020-03,Canarsie,2300.0
7455,2020-03,Carroll Gardens,3345.0
7456,2020-03,Clinton Hill,2995.0
7457,2020-03,Cobble Hill,3350.0
7458,2020-03,Columbia St Waterfront District,2650.0
7459,2020-03,Coney Island,2365.0
7460,2020-03,Parkville/Bensonhurst,2550.0
7461,2020-03,DUMBO,4850.0
7462,2020-03,Ditmas Park,2397.0
7463,2020-03,Downtown Brooklyn,3332.0
7464,2020-03,Dyker Heights,2125.0
7465,2020-03,East Brooklyn,2588.0
7466,2020-03,East Flatbush,2200.0
7467,2020-03,East New York,2225.0
7468,2020-03,Vanderveer/Flatbush,2300.0
7469,2020-03,Flatlands,1984.14
7470,2020-03,Fort Greene,3373.0
7471,2020-03,Gowanus,3300.0
7472,2020-03,Gravesend/Homecrest,1800.0
7473,2020-03,Greenpoint,3200.0
7474,2020-03,Greenwood,2550.0
7475,2020-03,Kensington,2250.0
7476,2020-03,Manhattan Beach,2500.0
7477,2020-03,Marine Park,2146.43
7478,2020-03,Midwood,2100.0
7479,2020-03,Mill Basin,2400.0
7480,2020-03,North Brooklyn,3406.0
7481,2020-03,Northwest Brooklyn,3344.0
7482,2020-03,Park Slope,3150.0
7483,2020-03,Prospect Heights,3000.0
7484,2020-03,Prospect Lefferts Gardens,2285.0
7485,2020-03,Prospect Park,2700.0
7486,2020-03,Prospect Park South,2100.0
7487,2020-03,Red Hook,2700.0
7488,2020-03,Sheepshead Bay,1850.0
7489,2020-03,South Brooklyn,2200.0
7490,2020-03,Industry City/Sunset Park,2100.0
7491,2020-03,Williamsburg,3499.0
7492,2020-03,Windsor Terrace,2677.0
7493,2020-03,Brooklyn Heights/Cobble Hill,3425.0
7494,2020-03,Williamsburg/Bedford-Stuyvesant,3018.0
7495,2020-03,Bath Beach/Bensonhurst,2012.0
7496,2020-03,Kensington/Windsor Terrace,2463.5
7497,2020-03,Carroll Gardens/Red Hook,3022.5
7498,2020-03,Sheepshead Bay/Brighton Beach,2024.5
7499,2020-03,Park Slope/Windsor Terrace,2913.5
7500,2020-03,Park Slope/Gowanus,3225.0
7501,2020-03,Bushwick/Bedford-Stuyvesant,2643.5
7502,2020-03,Flatlands/Mill Basin,1984.14
7503,2020-04,Bath Beach,1950.0
7504,2020-04,Bay Ridge,2071.0
7505,2020-04,Bedford-Stuyvesant,2537.0
7506,2020-04,Parkville/Bensonhurst,1775.0
7507,2020-04,Bergen Beach,2449.0
7508,2020-04,Boerum Hill,3300.0
7509,2020-04,Borough Park,1800.0
7510,2020-04,Brighton Beach,2149.0
7511,2020-04,Brooklyn,2700.0
7512,2020-04,Brooklyn Heights,3754.0
7513,2020-04,Brownsville,1843.0
7514,2020-04,Bushwick,2650.0
7515,2020-04,Canarsie,2250.0
7516,2020-04,Carroll Gardens,3300.0
7517,2020-04,Clinton Hill,2995.0
7518,2020-04,Cobble Hill,3500.0
7519,2020-04,Columbia St Waterfront District,3000.0
7520,2020-04,Coney Island,2238.0
7521,2020-04,Parkville/Bensonhurst,2500.0
7522,2020-04,DUMBO,4600.0
7523,2020-04,Ditmas Park,2295.0
7524,2020-04,Downtown Brooklyn,3193.0
7525,2020-04,Dyker Heights,2150.0
7526,2020-04,East Brooklyn,2550.0
7527,2020-04,East Flatbush,2185.0
7528,2020-04,East New York,2195.0
7529,2020-04,Vanderveer/Flatbush,2299.0
7530,2020-04,Flatlands,2028.86
7531,2020-04,Fort Greene,3200.0
7532,2020-04,Gowanus,3100.0
7533,2020-04,Gravesend/Homecrest,1770.0
7534,2020-04,Greenpoint,3000.0
7535,2020-04,Greenwood,2500.0
7536,2020-04,Kensington,2249.0
7537,2020-04,Manhattan Beach,2500.0
7538,2020-04,Marine Park,2137.5
7539,2020-04,Midwood,2077.0
7540,2020-04,Mill Basin,2400.0
7541,2020-04,North Brooklyn,3395.0
7542,2020-04,Northwest Brooklyn,3275.0
7543,2020-04,Park Slope,3000.0
7544,2020-04,Prospect Heights,3200.0
7545,2020-04,Prospect Lefferts Gardens,2400.0
7546,2020-04,Prospect Park,2700.0
7547,2020-04,Prospect Park South,2195.0
7548,2020-04,Red Hook,2675.0
7549,2020-04,Sheepshead Bay,2255.0
7550,2020-04,South Brooklyn,2200.0
7551,2020-04,Industry City/Sunset Park,2073.0
7552,2020-04,Williamsburg,3495.0
7553,2020-04,Windsor Terrace,2695.0
7554,2020-04,Brooklyn Heights/Cobble Hill,3627.0
7555,2020-04,Williamsburg/Bedford-Stuyvesant,3016.0
7556,2020-04,Bath Beach/Bensonhurst,1775.0
7557,2020-04,Kensington/Windsor Terrace,2472.0
7558,2020-04,Carroll Gardens/Red Hook,2987.5
7559,2020-04,Sheepshead Bay/Brighton Beach,2202.0
7560,2020-04,Park Slope/Windsor Terrace,2847.5
7561,2020-04,Park Slope/Gowanus,3050.0
7562,2020-04,Bushwick/Bedford-Stuyvesant,2593.5
7563,2020-04,Flatlands/Mill Basin,2028.86
7564,2020-05,Bath Beach,1875.0
7565,2020-05,Bay Ridge,1995.0
7566,2020-05,Bedford-Stuyvesant,2550.0
7567,2020-05,Parkville/Bensonhurst,1700.0
7568,2020-05,Bergen Beach,2449.25
7569,2020-05,Boerum Hill,3375.0
7570,2020-05,Borough Park,1857.0
7571,2020-05,Brighton Beach,2063.0
7572,2020-05,Brooklyn,2700.0
7573,2020-05,Brooklyn Heights,3480.0
7574,2020-05,Brownsville,1868.0
7575,2020-05,Bushwick,2600.0
7576,2020-05,Canarsie,2250.0
7577,2020-05,Carroll Gardens,3463.0
7578,2020-05,Clinton Hill,2993.0
7579,2020-05,Cobble Hill,3350.0
7580,2020-05,Columbia St Waterfront District,2688.0
7581,2020-05,Coney Island,2250.0
7582,2020-05,Parkville/Bensonhurst,2499.0
7583,2020-05,DUMBO,4500.0
7584,2020-05,Ditmas Park,2200.0
7585,2020-05,Downtown Brooklyn,3228.0
7586,2020-05,Dyker Heights,2050.0
7587,2020-05,East Brooklyn,2550.0
7588,2020-05,East Flatbush,2250.0
7589,2020-05,East New York,2250.0
7590,2020-05,Vanderveer/Flatbush,2275.0
7591,2020-05,Flatlands,2073.57
7592,2020-05,Fort Greene,3185.0
7593,2020-05,Gowanus,3000.0
7594,2020-05,Gravesend/Homecrest,1800.0
7595,2020-05,Greenpoint,3000.0
7596,2020-05,Greenwood,2500.0
7597,2020-05,Kensington,2163.0
7598,2020-05,Manhattan Beach,2500.0
7599,2020-05,Marine Park,2128.57
7600,2020-05,Midwood,2055.0
7601,2020-05,Mill Basin,2400.0
7602,2020-05,North Brooklyn,3258.0
7603,2020-05,Northwest Brooklyn,3276.0
7604,2020-05,Park Slope,3148.0
7605,2020-05,Prospect Heights,3142.0
7606,2020-05,Prospect Lefferts Gardens,2450.0
7607,2020-05,Prospect Park,2800.0
7608,2020-05,Prospect Park South,2199.0
7609,2020-05,Red Hook,2850.0
7610,2020-05,Sheepshead Bay,2005.0
7611,2020-05,South Brooklyn,2183.0
7612,2020-05,Industry City/Sunset Park,2050.0
7613,2020-05,Williamsburg,3300.0
7614,2020-05,Windsor Terrace,2590.0
7615,2020-05,Brooklyn Heights/Cobble Hill,3415.0
7616,2020-05,Williamsburg/Bedford-Stuyvesant,2925.0
7617,2020-05,Bath Beach/Bensonhurst,1787.5
7618,2020-05,Kensington/Windsor Terrace,2376.5
7619,2020-05,Carroll Gardens/Red Hook,3156.5
7620,2020-05,Sheepshead Bay/Brighton Beach,2034.0
7621,2020-05,Park Slope/Windsor Terrace,2869.0
7622,2020-05,Park Slope/Gowanus,3074.0
7623,2020-05,Bushwick/Bedford-Stuyvesant,2575.0
7624,2020-05,Flatlands/Mill Basin,2073.57
7625,2020-06,Bath Beach,1800.0
7626,2020-06,Bay Ridge,2000.0
7627,2020-06,Bedford-Stuyvesant,2550.0
7628,2020-06,Parkville/Bensonhurst,1750.0
7629,2020-06,Bergen Beach,2449.5
7630,2020-06,Boerum Hill,3275.0
7631,2020-06,Borough Park,1700.0
7632,2020-06,Brighton Beach,2048.0
7633,2020-06,Brooklyn,2699.0
7634,2020-06,Brooklyn Heights,3200.0
7635,2020-06,Brownsville,1888.0
7636,2020-06,Bushwick,2571.0
7637,2020-06,Canarsie,2200.0
7638,2020-06,Carroll Gardens,3000.0
7639,2020-06,Clinton Hill,2975.0
7640,2020-06,Cobble Hill,3200.0
7641,2020-06,Columbia St Waterfront District,2600.0
7642,2020-06,Coney Island,2250.0
7643,2020-06,Parkville/Bensonhurst,2450.0
7644,2020-06,DUMBO,4498.0
7645,2020-06,Ditmas Park,2200.0
7646,2020-06,Downtown Brooklyn,3250.0
7647,2020-06,Dyker Heights,2150.0
7648,2020-06,East Brooklyn,2500.0
7649,2020-06,East Flatbush,2203.0
7650,2020-06,East New York,2250.0
7651,2020-06,Vanderveer/Flatbush,2290.0
7652,2020-06,Flatlands,2118.29
7653,2020-06,Fort Greene,2954.0
7654,2020-06,Gowanus,2700.0
7655,2020-06,Gravesend/Homecrest,1800.0
7656,2020-06,Greenpoint,2999.0
7657,2020-06,Greenwood,2500.0
7658,2020-06,Kensington,2200.0
7659,2020-06,Manhattan Beach,2500.0
7660,2020-06,Marine Park,2119.64
7661,2020-06,Midwood,2000.0
7662,2020-06,Mill Basin,2400.0
7663,2020-06,North Brooklyn,3154.0
7664,2020-06,Northwest Brooklyn,3175.0
7665,2020-06,Park Slope,3000.0
7666,2020-06,Prospect Heights,3100.0
7667,2020-06,Prospect Lefferts Gardens,2350.0
7668,2020-06,Prospect Park,2800.0
7669,2020-06,Prospect Park South,2199.0
7670,2020-06,Red Hook,2800.0
7671,2020-06,Sheepshead Bay,2025.0
7672,2020-06,South Brooklyn,2160.0
7673,2020-06,Industry City/Sunset Park,2000.0
7674,2020-06,Williamsburg,3199.0
7675,2020-06,Windsor Terrace,2800.0
7676,2020-06,Brooklyn Heights/Cobble Hill,3200.0
7677,2020-06,Williamsburg/Bedford-Stuyvesant,2874.5
7678,2020-06,Bath Beach/Bensonhurst,1775.0
7679,2020-06,Kensington/Windsor Terrace,2500.0
7680,2020-06,Carroll Gardens/Red Hook,2900.0
7681,2020-06,Sheepshead Bay/Brighton Beach,2036.5
7682,2020-06,Park Slope/Windsor Terrace,2900.0
7683,2020-06,Park Slope/Gowanus,2850.0
7684,2020-06,Bushwick/Bedford-Stuyvesant,2560.5
7685,2020-06,Flatlands/Mill Basin,2118.29
7686,2020-07,Bath Beach,1900.0
7687,2020-07,Bay Ridge,2000.0
7688,2020-07,Bedford-Stuyvesant,2500.0
7689,2020-07,Parkville/Bensonhurst,1650.0
7690,2020-07,Bergen Beach,2449.75
7691,2020-07,Boerum Hill,3188.0
7692,2020-07,Borough Park,1754.0
7693,2020-07,Brighton Beach,2024.0
7694,2020-07,Brooklyn,2695.0
7695,2020-07,Brooklyn Heights,3250.0
7696,2020-07,Brownsville,1925.0
7697,2020-07,Bushwick,2595.0
7698,2020-07,Canarsie,2175.0
7699,2020-07,Carroll Gardens,3000.0
7700,2020-07,Clinton Hill,2895.0
7701,2020-07,Cobble Hill,3000.0
7702,2020-07,Columbia St Waterfront District,3000.0
7703,2020-07,Coney Island,2250.0
7704,2020-07,Parkville/Bensonhurst,2499.0
7705,2020-07,DUMBO,4496.0
7706,2020-07,Ditmas Park,2200.0
7707,2020-07,Downtown Brooklyn,3200.0
7708,2020-07,Dyker Heights,2050.0
7709,2020-07,East Brooklyn,2500.0
7710,2020-07,East Flatbush,2205.0
7711,2020-07,East New York,2200.0
7712,2020-07,Vanderveer/Flatbush,2250.0
7713,2020-07,Flatlands,2163.0
7714,2020-07,Fort Greene,2900.0
7715,2020-07,Gowanus,2636.0
7716,2020-07,Gravesend/Homecrest,1850.0
7717,2020-07,Greenpoint,2900.0
7718,2020-07,Greenwood,2400.0
7719,2020-07,Kensington,2154.0
7720,2020-07,Manhattan Beach,2500.0
7721,2020-07,Marine Park,2110.71
7722,2020-07,Midwood,1937.0
7723,2020-07,Mill Basin,2400.0
7724,2020-07,North Brooklyn,3100.0
7725,2020-07,Northwest Brooklyn,3100.0
7726,2020-07,Park Slope,2995.0
7727,2020-07,Prospect Heights,3000.0
7728,2020-07,Prospect Lefferts Gardens,2395.0
7729,2020-07,Prospect Park,2750.0
7730,2020-07,Prospect Park South,2195.0
7731,2020-07,Red Hook,2700.0
7732,2020-07,Sheepshead Bay,2000.0
7733,2020-07,South Brooklyn,2150.0
7734,2020-07,Industry City/Sunset Park,2099.0
7735,2020-07,Williamsburg,3150.0
7736,2020-07,Windsor Terrace,2717.0
7737,2020-07,Brooklyn Heights/Cobble Hill,3125.0
7738,2020-07,Williamsburg/Bedford-Stuyvesant,2825.0
7739,2020-07,Bath Beach/Bensonhurst,1775.0
7740,2020-07,Kensington/Windsor Terrace,2435.5
